Town,State/Province,Number,Latitude,Longitude,Date
Davenport,IA,4,41.5,-90.6,9/12/2020
Mequon,WI,54,43.2,-87.9,9/12/2020
Cleveland,OH,400,41.5,-81.7,9/12/2020
South Milwaukee,WI,105,42.9,-87.9,9/12/2020
Amherstburg,ON,50,42,-83,9/12/2020
Mcveytown,PA,3,40.5,-77.8,9/12/2020
Media,PA,3,39.9,-75.4,9/12/2020
New Ringgold,PA,23,40.6,-76,9/12/2020
Litchfield,CT,15,41.7,-73.2,9/12/2020
Chicago,IL,300,41.9,-87.6,9/11/2020
Chicago,IL,50,41.9,-87.6,9/11/2020
Chicago,IL,20,41.9,-87.6,9/11/2020
Mears,MI,500,43.7,-86.5,9/11/2020
Shelby,MI,1000,43.6,-86.5,9/11/2020
South Haven,MI,50,42.4,-86.3,9/11/2020
Central Elgin,ON,24,42.7,-81.2,9/11/2020
Central Elgin,ON,16,42.7,-81.2,9/11/2020
Stamford,CT,200,41,-73.5,9/11/2020
South Haven,MI,126,42.4,-86.3,9/11/2020
Montague,MI,100,43.5,-86.5,9/11/2020
Pentwater,MI,800,43.8,-86.4,9/11/2020
Amherstburg,ON,10,42,-83,9/11/2020
Mcveytown,PA,52,40.5,-77.8,9/11/2020
New Ringgold,PA,139,40.6,-76,9/11/2020
Litchfield,CT,31,41.7,-73.2,9/11/2020
Ajax,ON,321,43.8,-79,9/10/2020
Tawas City,MI,62,44.3,-83.5,9/10/2020
Toronto,ON,40,43.8,-79.1,9/10/2020
Amherstburg,ON,15,42,-83,9/10/2020
Cleveland,OH,199,41.6,-81.6,9/9/2020
Piercefield,NY,100,44.3,-74.6,9/9/2020
Cleveland,OH,50,41.5,-81.7,9/9/2020
Amherstburg,ON,113,42,-83,9/9/2020
Mcveytown,PA,32,40.5,-77.8,9/9/2020
New Ringgold,PA,6,40.6,-76,9/9/2020
Litchfield,CT,3,41.7,-73.2,9/9/2020
Central Elgin,ON,100,42.7,-81.2,9/8/2020
Tiffin,OH,95,41.1,-83.2,9/8/2020
Central Elgin,ON,200,42.7,-81.2,9/8/2020
Freeport,ME,11,43.8,-70.1,9/8/2020
Amherstburg,ON,23,42,-83,9/8/2020
Mcveytown,PA,36,40.5,-77.8,9/8/2020
Litchfield,CT,3,41.7,-73.2,9/8/2020
Two Rivers,WI,200,44.1,-87.6,9/7/2020
Hooksett,NH,8,43,-71.4,9/7/2020
Harrisville,MI,359,44.6,-83.3,9/7/2020
East Tawas,MI,50,44.3,-83.5,9/7/2020
Toronto,ON,600,43.6,-79.4,9/7/2020
Wernersville,PA,15,40.3,-76.1,9/7/2020
Redwood,NY,20,44.4,-75.8,9/7/2020
Wappingers Falls,NY,6,41.5,-74,9/7/2020
Houghton Lake,MI,4000,44.4,-84.8,9/7/2020
Amherstburg,ON,25,42,-83,9/7/2020
Mcveytown,PA,78,40.5,-77.8,9/7/2020
Media,PA,3,39.9,-75.4,9/7/2020
New Ringgold,PA,39,40.6,-76,9/7/2020
Litchfield,CT,3,41.7,-73.2,9/7/2020
The North Shore,ON,175,46.1,-82.6,9/6/2020
Newcastle,ON,100,43.9,-78.6,9/6/2020
St Catharines,ON,300,43.2,-79.3,9/6/2020
Sterling,NY,200,43.4,-76.7,9/6/2020
Mount Holly,VT,12,43.5,-72.8,9/6/2020
Grayling,MI,75,44.8,-84.5,9/6/2020
Point Pelee National Park,ON,20,41.9,-82.5,9/6/2020
Port Hope,ON,200,43.9,-78.3,9/6/2020
Kennebunk,ME,100,43.3,-70.5,9/6/2020
Belmont,MI,8,43.1,-85.6,9/6/2020
Amherstburg,ON,43,42,-83,9/6/2020
Mcveytown,PA,16,40.5,-77.8,9/6/2020
New Ringgold,PA,17,40.6,-76,9/6/2020
Shawano,WI,100,44.8,-88.5,9/5/2020
Wichita,KS,30,37.7,-97.4,9/5/2020
Sheboygan,WI,100,43.8,-87.7,9/5/2020
Roscommon,MI,50,44.4,-84.7,9/5/2020
Duluth,MN,13,46.8,-92.1,9/5/2020
Edgerton,WI,200,42.9,-89,9/5/2020
Town of Two Rivers,WI,50,44.2,-87.5,9/5/2020
Amherstburg,ON,13,42,-83,9/5/2020
Mcveytown,PA,89,40.5,-77.8,9/5/2020
New Ringgold,PA,30,40.6,-76,9/5/2020
Shawano,WI,60,44.8,-88.5,9/4/2020
Ottawa,ON,200,45.2,-76,9/4/2020
Vulcan,MI,15,45.8,-87.8,9/4/2020
Town of Arlington,WI,23,43.3,-89.4,9/4/2020
Amherstburg,ON,8,42,-83,9/4/2020
Mcveytown,PA,86,40.5,-77.8,9/4/2020
Media,PA,3,39.9,-75.4,9/4/2020
New Ringgold,PA,46,40.6,-76,9/4/2020
Lincoln,ON,47,43.2,-79.5,9/3/2020
Norfolk,ON,20,42.6,-80.5,9/3/2020
Oro-Medonte,ON,200,44.7,-80,9/3/2020
Central Elgin,ON,100,42.7,-81.2,9/3/2020
Point Pelee National Park,ON,17,41.9,-82.5,9/3/2020
St Catharines,ON,212,43.2,-79.2,9/3/2020
Painesville,OH,100,41.8,-81.3,9/3/2020
Amherstburg,ON,3,42,-83,9/3/2020
Mcveytown,PA,6,40.5,-77.8,9/3/2020
New Ringgold,PA,5,40.6,-76,9/3/2020
Morgantown,WV,13,39.6,-80,9/2/2020
Amherstburg,ON,8,42,-83,9/2/2020
Goderich,ON,119,43.7,-81.7,9/1/2020
Shawano,WI,12,44.8,-88.5,9/1/2020
Youngstown,NY,191,43.3,-79.1,9/1/2020
Amherstburg,ON,10,42,-83,9/1/2020
Painesville,OH,1000,41.8,-81.3,8/31/2020
Youngstown,NY,70,43.3,-79,8/31/2020
Dundee Centre,QC,50,45,-74.4,8/31/2020
New Ringgold,PA,9,40.6,-76,8/31/2020
Newcastle,ON,100,43.9,-78.6,8/30/2020
Toronto,ON,296,43.6,-79.4,8/30/2020
Newcastle,ON,100,43.9,-78.6,8/30/2020
Ajax,ON,20,43.9,-79,8/30/2020
East Tawas,MI,5000,44.3,-83.4,8/30/2020
Rogers,MN,300,45.2,-93.6,8/30/2020
Mississauga,ON,30,43.6,-79.7,8/30/2020
Mystic,CT,12,41.3,-72,8/30/2020
New Ringgold,PA,64,40.6,-76,8/30/2020
Harrisville,MI,146,44.6,-83.3,8/29/2020
Kincardine,ON,100,44.3,-81.6,8/29/2020
New Ringgold,PA,6,40.6,-76,8/29/2020
Rapid River,MI,100,45.7,-87,8/27/2020
New Ringgold,PA,5,40.6,-76,8/27/2020
Newcastle,ON,100,43.9,-78.6,8/25/2020
Thief River Falls,MN,50,48.1,-96.4,8/24/2020
New Ringgold,PA,11,40.6,-76,8/24/2020
Parshall,ND,300,48,-102,8/23/2020
Max,ND,500,48,-101.3,8/23/2020
New Ringgold,PA,7,40.6,-76,8/23/2020
Barnesville,MN,99,46.7,-96.4,8/22/2020
New Ringgold,PA,17,40.6,-76,8/22/2020
Barnesville,MN,70,46.7,-96.4,8/21/2020
New Ringgold,PA,8,40.6,-76,8/21/2020
New Ringgold,PA,4,40.6,-76,8/20/2020
New Ringgold,PA,3,40.6,-76,8/18/2020
New Ringgold,PA,7,40.6,-76,8/17/2020
New Ringgold,PA,6,40.6,-76,8/15/2020
New Orleans,LA,500,30.2,-90.1,11/22/2021
Cedar Key,FL,1000,29.1,-83,11/22/2021
Santiago,NLE,3000,25.4,-100.1,11/15/2021
Monterrey,NLE,100,25.8,-100.4,11/14/2021
Tula,TAM,54,23,-99.7,11/14/2021
Tula,TAM,57,23,-99.7,11/13/2021
Victoria,TAM,20,23.7,-99.2,11/12/2021
Victoria,TAM,30,23.7,-99.2,11/12/2021
Victoria,TAM,10,23.7,-99.1,11/9/2021
Boerne,TX,60,29.7,-98.6,11/8/2021
Natalia,TX,250,29.2,-98.9,11/7/2021
Boerne,TX,50,29.9,-98.8,11/6/2021
Boerne,TX,69,29.7,-98.7,11/6/2021
Natalia,TX,43,29.2,-98.8,11/6/2021
Comfort,TX,100,30.1,-98.8,11/6/2021
Slidell,LA,30,30.2,-89.8,11/6/2021
San Antonio,TX,100,29.4,-98.7,11/5/2021
Boerne,TX,226,29.8,-98.9,11/5/2021
San Antonio,TX,150,29.4,-98.5,11/5/2021
Orange Beach,AL,1000,30.3,-87.6,11/4/2021
New Orleans,LA,200,30.1,-90.1,11/3/2021
Austin,TX,34,30.5,-97.7,11/2/2021
Austin,TX,120,30.5,-97.7,11/2/2021
San Antonio,TX,11,29.5,-98.6,11/2/2021
Austin,TX,40,30.3,-97.7,11/2/2021
Mansfield,TX,100,32.6,-97.1,11/1/2021
Kyle,TX,40,30,-97.9,11/1/2021
Crawfordville,FL,250,30.1,-84.2,11/1/2021
New Orleans,LA,125,30.2,-90.1,11/1/2021
Natalia,TX,27,29.2,-98.8,11/1/2021
Ocean City,NJ,80,39.2,-74.6,11/1/2021
Austin,TX,77,30.4,-97.7,11/1/2021
Red Oak,TX,430,32.6,-96.9,11/1/2021
Austin,TX,50,30.3,-97.7,11/1/2021
Austin,TX,16,30.3,-97.7,11/1/2021
Allen,TX,25,33.1,-96.7,11/1/2021
Santa Rosa Beach,FL,22,30.3,-86.1,10/31/2021
Natalia,TX,50,29.2,-98.8,10/31/2021
Austin,TX,30,30.3,-97.7,10/31/2021
Miguel Alem√°n,TAM,10,26.4,-99,10/31/2021
Houston,TX,77,29.8,-95.5,10/31/2021
Cedar Creek,TX,4,30.1,-97.5,10/31/2021
Tybee Island,GA,100,32,-80.9,10/31/2021
Bryan,TX,15,30.7,-96.4,10/30/2021
La Grange,TX,500,29.8,-96.8,10/30/2021
Quertaro,QUE,1000,20.6,-100.4,10/30/2021
Houston,TX,97,29.8,-95.5,10/30/2021
Austin,TX,13,30.3,-97.7,10/29/2021
Jaumave,TAM,1000,23.7,-99.6,10/29/2021
Jaumave,TAM,1000,23.7,-99.6,10/29/2021
Willis,TX,300,30.4,-95.6,10/29/2021
Livingston,TX,1000,30.8,-95.1,10/29/2021
Austin,TX,24,30.3,-97.7,10/28/2021
Monterrey,NLE,80,25.6,-100.3,10/28/2021
Emerald Isle,NC,300,34.7,-77,10/27/2021
Emerald Isle,NC,3000,34.7,-76.9,10/27/2021
Rioverde,SLP,100,21.9,-100.4,10/27/2021
Victoria,TAM,32,23.8,-99.2,10/26/2021
Mansfield,TX,20,32.6,-97.1,10/26/2021
Jaumave,TAM,300,23.4,-99.4,10/26/2021
Monterrey,NLE,14,25.6,-100.3,10/26/2021
Mansfield,TX,10,32.6,-97.1,10/25/2021
Cherokee,TX,22,31,-98.7,10/25/2021
Monterrey,NLE,40,25.6,-100.3,10/25/2021
New Ringgold,PA,3,40.6,-76,10/25/2021
Wise,VA,23,37,-82.6,10/24/2021
Fairhope,AL,100,30.5,-87.9,10/24/2021
Wantagh,NY,12,40.6,-73.5,10/24/2021
GarcÌa,NLE,10,25.8,-100.4,10/24/2021
GarcÌa,NLE,10,25.8,-100.4,10/24/2021
GarcÌa,NLE,100,25.8,-100.4,10/24/2021
Fredericksburg,VA,7,38.3,-77.5,10/24/2021
Wantagh,NY,184,40.6,-73.5,10/23/2021
Mansfield,TX,35,32.6,-97.1,10/23/2021
Destin,FL,1000,30.4,-86.5,10/23/2021
Victoria,TAM,100,23.6,-99.2,10/23/2021
Virginia Beach,VA,40,37,-76.1,10/23/2021
Folly Beach,SC,35,32.6,-80,10/23/2021
Ocean City,MD,33,38.4,-75.1,10/23/2021
Ocean City,MD,1,38.4,-75.1,10/23/2021
Denton,TX,25,33.2,-97.1,10/23/2021
Cape May Point,NJ,97,38.9,-75,10/22/2021
Mansfield,TX,20,32.6,-97.1,10/22/2021
Far Rockaway,NY,7,40.6,-73.8,10/22/2021
Cape May,NJ,353,38.9,-74.9,10/22/2021
Wantagh,NY,575,40.6,-73.5,10/22/2021
Mason,TX,143,30.9,-99.4,10/22/2021
Mason,TX,157,30.7,-99.1,10/22/2021
Media,PA,3,39.9,-75.4,10/22/2021
Ship Bottom,NJ,53,39.6,-74.2,10/21/2021
Wantagh,NY,67,40.6,-73.5,10/21/2021
Austin,TX,20,30.3,-97.7,10/21/2021
Oklahoma City,OK,38,35.5,-97.5,10/21/2021
Cape May,NJ,517,38.9,-74.9,10/21/2021
Dallas,TX,55,32.8,-96.8,10/21/2021
New Ringgold,PA,9,40.6,-76,10/21/2021
Cobb Island,MD,37,38.3,-76.9,10/20/2021
Mesquite,TX,35,32.8,-96.6,10/20/2021
Ocean City,NJ,35,39.2,-74.6,10/20/2021
Wantagh,NY,525,40.6,-73.5,10/20/2021
Cape May,NJ,376,38.9,-74.9,10/20/2021
Mason,TX,161,30.9,-99.4,10/20/2021
Mason,TX,142,30.7,-99.1,10/20/2021
Amherstburg,ON,11,42,-83,10/20/2021
Mcveytown,PA,3,40.5,-77.8,10/20/2021
Ocean City,MD,100,38.2,-75.2,10/19/2021
Harrisville,MI,8,44.7,-83.3,10/19/2021
Ocean City,NJ,139,39.2,-74.6,10/19/2021
Wantagh,NY,392,40.6,-73.5,10/19/2021
Amherstburg,ON,17,42,-83,10/19/2021
Mystic,CT,35,41.3,-72,10/18/2021
Plano,TX,60,33.1,-96.8,10/18/2021
Gulf Highlands,AL,100,30.2,-87.9,10/18/2021
Saltillo,COA,21,25.4,-101,10/18/2021
Saltillo,COA,75,25.4,-101,10/18/2021
Canyon Lake,TX,13,29.9,-98.2,10/18/2021
Ocean City,NJ,35,39.2,-74.6,10/18/2021
Leamington,ON,250,41.9,-82.5,10/18/2021
Wantagh,NY,183,40.6,-73.4,10/18/2021
Amherstburg,ON,13,42,-83,10/18/2021
New Ringgold,PA,11,40.6,-76,10/18/2021
Monterrey,NLE,50,25.6,-100.3,10/17/2021
Stonington,CT,8,41.3,-71.9,10/17/2021
Austin,TX,500,30.3,-97.7,10/17/2021
Ocean City,NJ,191,39.2,-74.6,10/17/2021
Saltillo,COA,37,25.4,-101,10/17/2021
GarcÌa,NLE,56,25.8,-100.4,10/17/2021
GarcÌa,NLE,200,25.8,-100.4,10/17/2021
Monterrey,NLE,200,25.7,-100.4,10/17/2021
Santa Catarina,NLE,500,25.7,-100.5,10/17/2021
Monterrey,NLE,300,25.6,-100.3,10/17/2021
Monterrey,NLE,200,25.6,-100.3,10/17/2021
Monterrey,NLE,100,25.6,-100.3,10/17/2021
Lamadrid,COA,150,27.1,-101.8,10/17/2021
Santa Catarina,NLE,1000,25.7,-100.5,10/17/2021
Montemorelos,NLE,300,25.1,-100,10/17/2021
Washington,AR,500,33.8,-93.8,10/17/2021
Mesquite,TX,30,32.8,-96.6,10/17/2021
Wantagh,NY,112,40.6,-73.4,10/17/2021
Rockaway Township,NJ,5,40.9,-74.5,10/17/2021
Media,PA,5,39.9,-75.4,10/17/2021
New Ringgold,PA,13,40.6,-76,10/17/2021
Denton,TX,36,33.2,-97,10/16/2021
Bay Shore,NY,38,40.6,-73.2,10/16/2021
Mina,NLE,300,26.4,-100.9,10/16/2021
Meredith,NH,1,43.7,-71.5,10/16/2021
Fredericksburg,TX,15,30.4,-98.8,10/16/2021
Uvalde,TX,400,29.1,-99.9,10/16/2021
Amherstburg,ON,4,42,-83,10/16/2021
New Ringgold,PA,3,40.6,-76,10/16/2021
Hamilton,ON,4,43.2,-79.9,10/15/2021
Austin,TX,15,30.3,-97.7,10/15/2021
Austin,TX,18,30.3,-97.8,10/15/2021
Washington,DC,8,38.9,-77,10/15/2021
Rancho El Tulillo,COA,200,27.2,-101.1,10/15/2021
Kingsport,TN,1,36.6,-82.6,10/15/2021
Alpharetta,GA,7,34.2,-84.3,10/15/2021
Mcveytown,PA,8,40.5,-77.8,10/15/2021
Media,PA,9,39.9,-75.4,10/15/2021
New Ringgold,PA,3,40.6,-76,10/15/2021
Ash Grove,MO,22,37.4,-93.6,10/14/2021
Menard,TX,10,30.7,-99.7,10/14/2021
Decatur,AL,50,34.5,-86.9,10/14/2021
Frederick,OK,200,34.4,-99.1,10/14/2021
Lancaster,PA,4,40,-76.3,10/14/2021
Amherstburg,ON,8,42,-83,10/14/2021
Mcveytown,PA,5,40.5,-77.8,10/14/2021
Media,PA,12,39.9,-75.4,10/14/2021
New Ringgold,PA,11,40.6,-76,10/14/2021
Ohatchee,AL,50,33.9,-86,10/13/2021
Lexington,KY,7,38,-84.5,10/13/2021
Crandall,GA,31,34.9,-84.8,10/13/2021
Amherstburg,ON,7,42,-83,10/13/2021
Mcveytown,PA,5,40.5,-77.8,10/13/2021
Media,PA,3,39.9,-75.4,10/13/2021
Springfield,MO,45,37.2,-93.3,10/12/2021
Wantagh,NY,26,40.6,-73.5,10/12/2021
Dauphin,PA,24,40.4,-76.9,10/12/2021
Amherstburg,ON,3,42,-83,10/12/2021
Decatur,AL,20,34.5,-86.9,10/11/2021
Warren,MI,6,42.5,-83,10/11/2021
Babylon,NY,61,40.6,-73.3,10/11/2021
Boerne,TX,10,29.8,-98.7,10/11/2021
Asheville,NC,15,35.6,-82.6,10/11/2021
Lexington,KY,18,38,-84.4,10/11/2021
Glenwood,NM,60,33.4,-108.8,10/11/2021
Central Manitoulin,ON,1,45.7,-82.3,10/11/2021
Amherstburg,ON,4,42,-83,10/11/2021
Media,PA,3,39.9,-75.4,10/11/2021
New Ringgold,PA,3,40.6,-76,10/11/2021
Burnet,TX,50,30.8,-98.1,10/10/2021
Independence,KY,50,38.9,-84.5,10/10/2021
Saint Louis,MO,40,38.6,-90.4,10/10/2021
Cape May Point,NJ,45,38.9,-75,10/10/2021
Amherstburg,ON,3,42,-83,10/10/2021
Tuttle,OK,17,35.3,-97.8,10/9/2021
Plano,TX,200,33.1,-96.8,10/9/2021
Spring Branch,TX,13,29.9,-98.5,10/9/2021
Wantagh,NY,19,40.6,-73.5,10/9/2021
Prescott,AZ,5,34.5,-112.5,10/9/2021
Amherstburg,ON,13,42,-83,10/9/2021
Media,PA,5,39.9,-75.4,10/9/2021
New Ringgold,PA,4,40.6,-76,10/9/2021
Springfield,MO,75,37.2,-93.3,10/8/2021
Lenexa,KS,26,39,-94.7,10/8/2021
Hollister,MO,400,36.5,-93.3,10/8/2021
Springfield,MO,75,37.3,-93.3,10/8/2021
Richardson,TX,21,33,-96.8,10/8/2021
Ludington,MI,4,44,-86.5,10/8/2021
Amherstburg,ON,4,42,-83,10/8/2021
Media,PA,6,39.9,-75.4,10/8/2021
New Ringgold,PA,7,40.6,-76,10/8/2021
Allen,TX,42,33.1,-96.7,10/7/2021
Junction,TX,1000,30.4,-99.8,10/7/2021
Plano,TX,100,33,-96.7,10/7/2021
Wantagh,NY,23,40.6,-73.5,10/7/2021
Richardson,TX,31,33,-96.8,10/7/2021
Henagar,AL,61,34.6,-85.7,10/7/2021
Westhampton Beach,NY,8,40.8,-72.6,10/7/2021
Amherstburg,ON,5,42,-83,10/7/2021
Media,PA,4,39.9,-75.4,10/7/2021
Leachville,AR,50,35.9,-90.2,10/6/2021
Plano,TX,25,33,-96.7,10/6/2021
Richardson,TX,40,33,-96.8,10/6/2021
Richardson,TX,65,33,-96.8,10/6/2021
Junction,TX,300,30.5,-99.8,10/6/2021
Asheville,NC,14,35.6,-82.6,10/6/2021
Wantagh,NY,55,40.6,-73.5,10/6/2021
Allen,TX,35,33.1,-96.7,10/6/2021
Caulfield,MO,100,36.6,-92,10/6/2021
Sterling Heights,MI,200,42.6,-83,10/6/2021
Cedar Creek,TX,30,30.1,-97.5,10/6/2021
Piney Creek,NC,112,36.6,-81.3,10/6/2021
Media,PA,4,39.9,-75.4,10/6/2021
Cobb Island,MD,50,38.3,-76.9,10/5/2021
Mastic Beach,NY,22,40.7,-72.9,10/5/2021
Wantagh,NY,104,40.6,-73.5,10/5/2021
Junction,TX,2500,30.5,-99.8,10/5/2021
Steeles Tavern,VA,24,38,-79.3,10/5/2021
Randolph Center,VT,20,43.9,-72.5,10/5/2021
Traphill,NC,415,36.3,-81,10/5/2021
Paint Rock,TX,202,31.5,-99.9,10/5/2021
Paint Rock,TX,202,31.5,-99.9,10/5/2021
Amherstburg,ON,3,42,-83,10/5/2021
Newburgh,IN,36,37.9,-87.4,10/4/2021
Weatherford,TX,100,32.9,-97.6,10/4/2021
Independence,KY,65,38.9,-84.5,10/4/2021
Denton,TX,10,33.2,-97,10/4/2021
Leamington,ON,90,41.9,-82.5,10/4/2021
Kingston,OK,4000,33.9,-96.7,10/4/2021
Balsam Grove,NC,400,35.3,-82.8,10/4/2021
Clarksville,TN,25,36.5,-87.3,10/4/2021
Traphill,NC,108,36.3,-81,10/4/2021
Amherstburg,ON,18,42,-83,10/4/2021
Media,PA,8,39.9,-75.4,10/4/2021
,NC,2000,35.3,-82.8,10/3/2021
Lewisburg,WV,18,37.8,-80.5,10/3/2021
Babylon,NY,197,40.6,-73.2,10/3/2021
Mannford,OK,500,36.1,-96.4,10/3/2021
Roanoke,VA,15,37.2,-79.9,10/3/2021
Cape May,NJ,168,38.9,-74.9,10/3/2021
O Fallon,IL,12,38.6,-89.9,10/3/2021
Garden City,MO,35,38.5,-94.2,10/3/2021
Little Compton,RI,200,41.5,-71.1,10/3/2021
Nanticoke,MD,25,38.3,-75.9,10/3/2021
Asheville,NC,250,35.6,-82.5,10/3/2021
Cape May Point,NJ,500,38.9,-75,10/3/2021
Winter Harbor,ME,6,44.3,-68.1,10/3/2021
Rockaway Township,NJ,7,40.9,-74.5,10/3/2021
Media,PA,6,39.9,-75.4,10/3/2021
Oklahoma City,OK,50,35.6,-97.6,10/2/2021
Cashiers,NC,22,35.1,-83.1,10/2/2021
Charleston,IL,30,39.5,-88.2,10/2/2021
Canton,NC,188,35.3,-82.8,10/2/2021
Waurika,OK,50,34.3,-98.1,10/2/2021
Oklahoma City,OK,1000,35.5,-97.4,10/2/2021
Edmond,OK,30,35.6,-97.5,10/2/2021
Cape May Point,NJ,181,38.9,-75,10/2/2021
Canton,NC,2000,35.3,-82.8,10/2/2021
Canton,NC,400,35.5,-82.8,10/2/2021
Bay Shore,NY,375,40.6,-73.2,10/2/2021
Canton,NC,500,35.3,-82.8,10/2/2021
Beryl,UT,4,37.8,-113.6,10/2/2021
Lavallette,NJ,75,40,-74.1,10/2/2021
Oklahoma City,OK,50,35.5,-97.5,10/2/2021
Jermyn,TX,56,33.3,-98.4,10/2/2021
Amherstburg,ON,6,42,-83,10/2/2021
Mcveytown,PA,4,40.5,-77.8,10/2/2021
New Ringgold,PA,6,40.6,-76,10/2/2021
Steeles Tavern,VA,50,38,-79.3,10/1/2021
Tuttle,OK,20,35.3,-97.8,10/1/2021
Edmond,OK,42,35.6,-97.5,10/1/2021
Cape May,NJ,135,38.9,-74.9,10/1/2021
Balsam Grove,NC,418,35.3,-82.8,10/1/2021
Virginia Beach,VA,21,37,-76.1,10/1/2021
Saint Louis,MO,30,38.6,-90.4,10/1/2021
Foss,OK,7,35.4,-99.2,10/1/2021
Asheville,NC,534,35.6,-82.5,10/1/2021
Bethany,OK,45,35.5,-97.6,10/1/2021
Crozet,VA,15,38.2,-78.7,10/1/2021
Swannanoa,NC,20,35.6,-82.4,10/1/2021
Wantagh,NY,60,40.6,-73.5,10/1/2021
Seneca,SC,2,34.7,-83,10/1/2021
Seneca,SC,2,34.7,-83,10/1/2021
Lancaster,PA,3,40,-76.3,10/1/2021
Westhampton Beach,NY,34,40.8,-72.6,10/1/2021
Amherstburg,ON,33,42,-83,10/1/2021
Media,PA,8,39.9,-75.4,10/1/2021
Lexington,KY,20,38,-84.5,9/30/2021
Chesapeake Beach,MD,50,38.7,-76.5,9/30/2021
Stevensville,MI,300,42,-86.5,9/30/2021
Barnegat Light,NJ,110,39.8,-74.1,9/30/2021
Ventnor City,NJ,91,39.3,-74.5,9/30/2021
Cape May Point,NJ,855,38.9,-75,9/30/2021
Amherstburg,ON,42,42,-83,9/30/2021
Mcveytown,PA,5,40.5,-77.8,9/30/2021
Media,PA,10,39.9,-75.4,9/30/2021
New Ringgold,PA,6,40.6,-76,9/30/2021
Charleston,IL,50,39.5,-88.2,9/29/2021
Unionville,IN,51,39.3,-86.4,9/29/2021
Lubbock,TX,40,33.6,-101.8,9/29/2021
Lenexa,KS,22,39,-94.7,9/29/2021
Columbia,MO,19,39,-92.3,9/29/2021
Tecumseh,KS,60,39,-95.5,9/29/2021
Amherstburg,ON,46,42,-83,9/29/2021
Rockaway Township,NJ,3,40.9,-74.5,9/29/2021
Mcveytown,PA,10,40.5,-77.8,9/29/2021
Media,PA,41,39.9,-75.4,9/29/2021
Dennison,OH,106,40.4,-81.3,9/28/2021
Coshocton,OH,40,40.3,-81.9,9/28/2021
Lenexa,KS,17,39,-94.7,9/28/2021
Oklahoma City,OK,12,35.5,-97.6,9/28/2021
Litchfield,IL,17,39.2,-89.6,9/28/2021
Waverly,IL,111,39.6,-90,9/28/2021
Lexington,KY,12,38,-84.5,9/28/2021
Tulsa,OK,25,36.1,-96,9/28/2021
Toronto,ON,2,43.7,-79.4,9/28/2021
Madison,WI,1,43.1,-89.4,9/28/2021
Amherstburg,ON,17,42,-83,9/28/2021
New Ringgold,PA,5,40.6,-76,9/28/2021
Steeles Tavern,VA,75,38,-79.3,9/27/2021
Harrisville,MI,7,44.6,-83.3,9/27/2021
Whitby,ON,300,43.9,-78.9,9/27/2021
Lexington,KY,6,38,-84.5,9/27/2021
Wantagh,NY,94,40.6,-73.5,9/27/2021
Gloucester,MA,100,42.6,-70.6,9/27/2021
Munford,AL,100,33.5,-86,9/27/2021
Amherstburg,ON,45,42,-83,9/27/2021
Mcveytown,PA,209,40.5,-77.8,9/27/2021
Media,PA,6,39.9,-75.4,9/27/2021
New Ringgold,PA,95,40.6,-76,9/27/2021
Steeles Tavern,VA,180,38,-79.3,9/26/2021
Cape May Point,NJ,114,38.9,-75,9/26/2021
Strasburg,VA,25,39,-78.3,9/26/2021
Clarington,ON,100,43.9,-78.6,9/26/2021
Madison,CT,50,41.3,-72.5,9/26/2021
Harrisville,MI,14,44.6,-83.3,9/26/2021
Cincinnati,OH,109,39.2,-84.5,9/26/2021
Lexington,KY,10,38,-84.4,9/26/2021
Bay Shore,NY,1100,40.6,-73.2,9/26/2021
Bee Branch,AR,57,35.5,-92.3,9/26/2021
Amherstburg,ON,61,42,-83,9/26/2021
Rockaway Township,NJ,30,40.9,-74.5,9/26/2021
Mcveytown,PA,57,40.5,-77.8,9/26/2021
Media,PA,15,39.9,-75.4,9/26/2021
New Ringgold,PA,49,40.6,-76,9/26/2021
Shiloh,IL,7,38.6,-89.9,9/25/2021
Harrisville,MI,54,44.6,-83.3,9/25/2021
Steeles Tavern,VA,60,38,-79.3,9/25/2021
Dayton,OH,182,39.7,-84.3,9/25/2021
Urbana,IL,30,40.1,-88.2,9/25/2021
Greenwood,IN,21,39.6,-86.1,9/25/2021
Trafalgar,IN,33,39.4,-86.2,9/25/2021
Tobyhanna,PA,80,41.2,-75.4,9/25/2021
Bay Shore,NY,388,40.6,-73.2,9/25/2021
Englewood,OH,51,39.9,-84.3,9/25/2021
Hamilton,OH,35,39.4,-84.6,9/25/2021
Lima,OH,119,40.7,-84.2,9/25/2021
Amherstburg,ON,17,42,-83,9/25/2021
Rockaway Township,NJ,42,40.9,-74.5,9/25/2021
Mcveytown,PA,62,40.5,-77.8,9/25/2021
Media,PA,11,39.9,-75.4,9/25/2021
New Ringgold,PA,43,40.6,-76,9/25/2021
Harrisville,MI,169,44.6,-83.3,9/24/2021
Leamington,ON,12,42,-82.5,9/24/2021
Wantagh,NY,89,40.6,-73.5,9/24/2021
Central Manitoulin,ON,2,45.7,-82.3,9/24/2021
Amherstburg,ON,28,42,-83,9/24/2021
Rockaway Township,NJ,12,40.9,-74.5,9/24/2021
Mcveytown,PA,123,40.5,-77.8,9/24/2021
Media,PA,17,39.9,-75.4,9/24/2021
New Ringgold,PA,24,40.6,-76,9/24/2021
Neoga,IL,60,39.4,-88.5,9/23/2021
